order_id,order_date,region,plan,amount_eur,seats
ORD-000505,2025-05-20,AMER,enterprise,486.96,23
ORD-000506,2025-05-21,AMER,enterprise,539.86,29
ORD-000507,2025-05-22,APAC,free,798.77,20
ORD-000508,2025-05-23,AMER,free,630.54,28
ORD-000509,2025-05-24,EMEA,free,732.79,34
ORD-000510,2025-05-25,APAC,enterprise,826.93,12
ORD-000511,2025-05-26,APAC,enterprise,493.85,9
ORD-000512,2025-05-27,EMEA,free,618.38,29
ORD-000513,2025-05-28,AMER,enterprise,729.9,1
ORD-000514,2025-05-29,EMEA,free,218.34,16
ORD-000515,2025-05-30,EMEA,pro,487.51,10
ORD-000516,2025-05-31,EMEA,enterprise,775.07,37
ORD-000517,2025-06-01,APAC,pro,731.82,1
ORD-000518,2025-06-02,EMEA,enterprise,298.05,36
ORD-000519,2025-06-03,AMER,pro,833.31,3
ORD-000520,2025-06-04,APAC,pro,795.78,40
ORD-000521,2025-06-05,APAC,free,515.21,34
ORD-000522,2025-06-06,APAC,enterprise,26.35,32
ORD-000523,2025-06-07,AMER,enterprise,150.96,22
ORD-000524,2025-06-08,APAC,enterprise,748.78,26
ORD-000525,2025-06-09,APAC,enterprise,894.84,32
ORD-000526,2025-06-10,EMEA,free,432.73,6
ORD-000527,2025-06-11,AMER,pro,303.27,17
ORD-000528,2025-06-12,AMER,pro,589.86,29
ORD-000529,2025-06-13,AMER,enterprise,839.96,38
ORD-000530,2025-06-14,APAC,enterprise,550.42,23
ORD-000531,2025-06-15,APAC,enterprise,211.26,28
ORD-000532,2025-06-16,EMEA,pro,128.83,23
ORD-000533,2025-06-17,AMER,free,497.19,14
ORD-000534,2025-06-18,EMEA,free,231.44,22
ORD-000535,2025-06-19,EMEA,pro,260.83,4
ORD-000536,2025-06-20,EMEA,enterprise,388.3,36
ORD-000537,2025-06-21,APAC,enterprise,660.23,37
ORD-000538,2025-06-22,AMER,enterprise,648.57,31
ORD-000539,2025-06-23,APAC,pro,774.1,26
ORD-000540,2025-06-24,EMEA,free,430.08,40
ORD-000541,2025-06-25,APAC,free,579.96,33
ORD-000542,2025-06-26,EMEA,enterprise,738.17,32
ORD-000543,2025-06-27,EMEA,free,258.59,40
ORD-000544,2025-06-28,AMER,free,309.3,38
ORD-000545,2025-06-29,APAC,pro,360.88,8
ORD-000546,2025-06-30,APAC,pro,819.54,22
ORD-000547,2025-07-01,APAC,free,174.74,2
ORD-000548,2025-07-02,AMER,free,426.32,21
ORD-000549,2025-07-03,EMEA,enterprise,111.42,24
ORD-000550,2025-07-04,EMEA,pro,490.69,22
ORD-000551,2025-07-05,APAC,enterprise,42.48,35
ORD-000552,2025-07-06,APAC,enterprise,513.37,24
ORD-000553,2025-07-07,EMEA,enterprise,509.09,25
ORD-000554,2025-07-08,AMER,pro,821.15,2
ORD-000555,2025-07-09,APAC,pro,41.58,19
ORD-000556,2025-07-10,APAC,free,343.15,38
ORD-000557,2025-07-11,EMEA,free,505.57,34
ORD-000558,2025-07-12,AMER,pro,103.65,22
ORD-000559,2025-07-13,EMEA,enterprise,632.95,23
ORD-000560,2025-07-14,EMEA,free,863.1,30
ORD-000561,2025-07-15,APAC,free,873.42,35
ORD-000562,2025-07-16,APAC,enterprise,319.31,31
ORD-000563,2025-07-17,AMER,pro,379.84,36
ORD-000564,2025-07-18,AMER,free,94.73,2
ORD-000565,2025-07-19,AMER,enterprise,774.22,4
ORD-000566,2025-07-20,EMEA,pro,322.37,27
ORD-000567,2025-07-21,APAC,enterprise,280.39,13
ORD-000568,2025-07-22,EMEA,enterprise,101.3,35
ORD-000569,2025-07-23,EMEA,free,244.81,38
ORD-000570,2025-07-24,AMER,enterprise,173.56,1
ORD-000571,2025-07-25,EMEA,enterprise,764.69,21
ORD-000572,2025-07-26,EMEA,free,399.72,16
ORD-000573,2025-07-27,EMEA,enterprise,113.16,29
ORD-000574,2025-07-28,EMEA,free,582.7,15
ORD-000575,2025-07-29,EMEA,free,216.2,29
ORD-000576,2025-07-30,AMER,free,305.41,21
ORD-000577,2025-07-31,APAC,free,719.8,31
ORD-000578,2025-08-01,AMER,free,305.14,29
ORD-000579,2025-08-02,EMEA,enterprise,109.35,7
ORD-000580,2025-08-03,APAC,enterprise,827.96,7
ORD-000581,2025-08-04,EMEA,enterprise,231.58,24
ORD-000582,2025-08-05,EMEA,free,558.44,27
ORD-000583,2025-08-06,APAC,pro,352.15,9
ORD-000584,2025-08-07,AMER,pro,456.57,30
ORD-000585,2025-08-08,APAC,enterprise,103.81,39
ORD-000586,2025-08-09,AMER,free,309.13,15
ORD-000587,2025-08-10,AMER,enterprise,737.04,16
ORD-000588,2025-08-11,EMEA,pro,627.51,26
ORD-000589,2025-08-12,AMER,pro,404.21,10
ORD-000590,2025-08-13,EMEA,free,324.06,22
ORD-000591,2025-08-14,EMEA,free,289.44,31
ORD-000592,2025-08-15,EMEA,enterprise,426.82,30
ORD-000593,2025-08-16,EMEA,pro,82.77,3
ORD-000594,2025-08-17,AMER,pro,185.37,34
ORD-000595,2025-08-18,AMER,free,198.01,23
ORD-000596,2025-08-19,APAC,pro,864.75,23
ORD-000597,2025-08-20,AMER,enterprise,189.58,17
ORD-000598,2025-08-21,EMEA,free,848.48,21
ORD-000599,2025-08-22,AMER,enterprise,70.97,20
ORD-000600,2024-01-01,EMEA,enterprise,642.4,7
ORD-000601,2024-01-02,EMEA,pro,877.11,27
ORD-000602,2024-01-03,AMER,pro,333.5,2
ORD-000603,2024-01-04,AMER,enterprise,567.86,29
ORD-000604,2024-01-05,EMEA,enterprise,51.03,30
ORD-000605,2024-01-06,APAC,enterprise,255.05,35
ORD-000606,2024-01-07,APAC,free,272.94,23
ORD-000607,2024-01-08,EMEA,free,698.37,5
ORD-000608,2024-01-09,APAC,free,481.35,8
ORD-000609,2024-01-10,AMER,pro,732.28,6
ORD-000610,2024-01-11,EMEA,pro,31.77,6
ORD-000611,2024-01-12,AMER,enterprise,474.2,16
ORD-000612,2024-01-13,APAC,free,125.92,21
ORD-000613,2024-01-14,AMER,free,625.77,34
ORD-000614,2024-01-15,APAC,enterprise,698.6,37
ORD-000615,2024-01-16,AMER,free,888.51,1
ORD-000616,2024-01-17,EMEA,free,680.53,15
ORD-000617,2024-01-18,EMEA,pro,898.08,26
ORD-000618,2024-01-19,EMEA,pro,402.72,9
ORD-000619,2024-01-20,AMER,pro,195.29,20
ORD-000620,2024-01-21,AMER,free,695.13,22
ORD-000621,2024-01-22,APAC,free,675.09,15
ORD-000622,2024-01-23,APAC,free,766.46,25
ORD-000623,2024-01-24,AMER,free,379.15,37
ORD-000624,2024-01-25,APAC,free,100.32,7
ORD-000625,2024-01-26,APAC,enterprise,128.52,4
ORD-000626,2024-01-27,AMER,free,663.6,40
ORD-000627,2024-01-28,EMEA,free,52.34,9
ORD-000628,2024-01-29,AMER,enterprise,220.14,37
ORD-000629,2024-01-30,APAC,pro,230.4,23
ORD-000630,2024-01-31,EMEA,enterprise,781.05,30
ORD-000631,2024-02-01,EMEA,pro,252.48,33
ORD-000632,2024-02-02,APAC,free,773.4,14
ORD-000633,2024-02-03,AMER,free,443.97,37
ORD-000634,2024-02-04,AMER,enterprise,530.3,36
ORD-000635,2024-02-05,APAC,enterprise,20.54,35
ORD-000636,2024-02-06,AMER,free,84.69,15
ORD-000637,2024-02-07,AMER,enterprise,583.38,2
ORD-000638,2024-02-08,EMEA,pro,161.08,35
ORD-000639,2024-02-09,APAC,pro,356.32,14
ORD-000640,2024-02-10,APAC,free,736.69,16
ORD-000641,2024-02-11,APAC,free,384.75,24
ORD-000642,2024-02-12,APAC,pro,149.3,33
ORD-000643,2024-02-13,APAC,enterprise,543.22,1
ORD-000644,2024-02-14,AMER,free,90.61,31
ORD-000645,2024-02-15,APAC,enterprise,200.69,31
ORD-000646,2024-02-16,EMEA,free,849.81,30
ORD-000647,2024-02-17,AMER,free,24.58,12
ORD-000648,2024-02-18,AMER,enterprise,612.7,39
ORD-000649,2024-02-19,AMER,pro,486.81,2
ORD-000650,2024-02-20,EMEA,enterprise,781.05,20
ORD-000651,2024-02-21,EMEA,free,171.21,23
ORD-000652,2024-02-22,EMEA,free,515.95,25
ORD-000653,2024-02-23,APAC,free,248.87,37
ORD-000654,2024-02-24,EMEA,enterprise,386.44,17
ORD-000655,2024-02-25,APAC,pro,108.19,34
ORD-000656,2024-02-26,EMEA,free,139.68,18
ORD-000657,2024-02-27,EMEA,enterprise,602.49,10
ORD-000658,2024-02-28,AMER,enterprise,682.14,14
ORD-000659,2024-02-29,APAC,enterprise,858.42,14
ORD-000660,2024-03-01,EMEA,free,149.32,5
ORD-000661,2024-03-02,APAC,pro,631.01,21
ORD-000662,2024-03-03,AMER,enterprise,97.19,15
ORD-000663,2024-03-04,EMEA,enterprise,837.71,2
ORD-000664,2024-03-05,EMEA,enterprise,102.68,37
ORD-000665,2024-03-06,AMER,free,112.42,24
ORD-000666,2024-03-07,EMEA,enterprise,390.55,22
ORD-000667,2024-03-08,APAC,enterprise,368.13,28
ORD-000668,2024-03-09,AMER,enterprise,897.77,11
ORD-000669,2024-03-10,AMER,enterprise,820.59,3
ORD-000670,2024-03-11,APAC,free,210.46,37
ORD-000671,2024-03-12,APAC,pro,819.47,28
ORD-000672,2024-03-13,APAC,free,667.41,5
ORD-000673,2024-03-14,APAC,pro,383.4,18
ORD-000674,2024-03-15,AMER,pro,890.9,28
ORD-000675,2024-03-16,AMER,pro,644.94,32
ORD-000676,2024-03-17,AMER,free,413.41,23
ORD-000677,2024-03-18,AMER,free,595.1,11
ORD-000678,2024-03-19,AMER,pro,282.87,32
ORD-000679,2024-03-20,APAC,free,82.1,11
ORD-000680,2024-03-21,APAC,pro,873.89,31
ORD-000681,2024-03-22,AMER,pro,486.5,25
ORD-000682,2024-03-23,AMER,free,423.59,36
ORD-000683,2024-03-24,EMEA,pro,267.54,23
ORD-000684,2024-03-25,APAC,pro,673.39,32
ORD-000685,2024-03-26,AMER,free,151.25,14
ORD-000686,2024-03-27,APAC,free,371.5,25
ORD-000687,2024-03-28,EMEA,enterprise,406.51,37
ORD-000688,2024-03-29,AMER,free,584.88,39
ORD-000689,2024-03-30,EMEA,pro,627.26,10
ORD-000690,2024-03-31,AMER,enterprise,516.83,20
ORD-000691,2024-04-01,APAC,pro,585.82,19
ORD-000692,2024-04-02,APAC,enterprise,344.57,18
ORD-000693,2024-04-03,AMER,free,215.93,18
ORD-000694,2024-04-04,EMEA,pro,673.59,36
ORD-000695,2024-04-05,EMEA,free,432.84,5
ORD-000696,2024-04-06,APAC,enterprise,709.09,17
ORD-000697,2024-04-07,EMEA,free,694.16,7
ORD-000698,2024-04-08,APAC,pro,736.49,31
ORD-000699,2024-04-09,EMEA,pro,344.26,10
ORD-000700,2024-04-10,APAC,free,63.83,11
ORD-000701,2024-04-11,AMER,free,524.96,39
ORD-000702,2024-04-12,EMEA,free,442.66,30
ORD-000703,2024-04-13,EMEA,free,369.89,16
ORD-000704,2024-04-14,AMER,enterprise,270.17,7
ORD-000705,2024-04-15,APAC,enterprise,770.36,17
ORD-000706,2024-04-16,AMER,free,822.65,9
ORD-000707,2024-04-17,AMER,enterprise,824.8,30
ORD-000708,2024-04-18,EMEA,pro,28.37,14
ORD-000709,2024-04-19,AMER,enterprise,323.35,19
ORD-000710,2024-04-20,EMEA,pro,886.72,5
ORD-000711,2024-04-21,EMEA,pro,243.86,10
ORD-000712,2024-04-22,APAC,enterprise,788.68,8
ORD-000713,2024-04-23,EMEA,free,465.42,14
ORD-000714,2024-04-24,APAC,free,112.13,30
ORD-000715,2024-04-25,APAC,enterprise,353.36,12
ORD-000716,2024-04-26,EMEA,free,265.94,26
ORD-000717,2024-04-27,EMEA,enterprise,445.17,5
ORD-000718,2024-04-28,EMEA,pro,896.0,11
ORD-000719,2024-04-29,EMEA,enterprise,792.17,15
ORD-000720,2024-04-30,EMEA,free,304.69,5
ORD-000721,2024-05-01,APAC,enterprise,332.22,3
ORD-000722,2024-05-02,AMER,free,494.66,7
ORD-000723,2024-05-03,APAC,enterprise,676.76,21
ORD-000724,2024-05-04,EMEA,pro,628.39,8
ORD-000725,2024-05-05,APAC,free,316.94,16
ORD-000726,2024-05-06,APAC,enterprise,580.18,4
ORD-000727,2024-05-07,APAC,pro,129.46,31
ORD-000728,2024-05-08,EMEA,enterprise,450.29,14
ORD-000729,2024-05-09,EMEA,enterprise,134.11,40
ORD-000730,2024-05-10,EMEA,enterprise,696.07,1
ORD-000731,2024-05-11,EMEA,free,875.99,17
ORD-000732,2024-05-12,AMER,pro,204.29,8
ORD-000733,2024-05-13,EMEA,pro,809.12,36
ORD-000734,2024-05-14,AMER,free,179.63,13
ORD-000735,2024-05-15,AMER,pro,698.49,34
ORD-000736,2024-05-16,EMEA,free,108.79,12
ORD-000737,2024-05-17,AMER,free,89.97,7
ORD-000738,2024-05-18,APAC,pro,664.3,25
ORD-000739,2024-05-19,AMER,pro,334.06,3
ORD-000740,2024-05-20,AMER,free,81.51,29
ORD-000741,2024-05-21,EMEA,pro,616.92,30
ORD-000742,2024-05-22,AMER,pro,888.74,28
ORD-000743,2024-05-23,EMEA,free,532.2,21
ORD-000744,2024-05-24,AMER,pro,31.04,10
ORD-000745,2024-05-25,EMEA,enterprise,249.74,35
ORD-000746,2024-05-26,AMER,pro,742.19,30
ORD-000747,2024-05-27,AMER,free,274.08,17
ORD-000748,2024-05-28,EMEA,enterprise,45.62,15
ORD-000749,2024-05-29,APAC,pro,230.9,22
ORD-000750,2024-05-30,APAC,free,756.41,24
ORD-000751,2024-05-31,EMEA,pro,82.65,40
ORD-000752,2024-06-01,EMEA,free,773.54,20
ORD-000753,2024-06-02,APAC,enterprise,408.46,20
ORD-000754,2024-06-03,EMEA,pro,341.19,6
ORD-000755,2024-06-04,AMER,pro,535.1,7
ORD-000756,2024-06-05,EMEA,free,474.18,3
ORD-000757,2024-06-06,APAC,enterprise,588.87,32
ORD-000758,2024-06-07,APAC,enterprise,637.23,27
ORD-000759,2024-06-08,APAC,free,475.44,19
ORD-000760,2024-06-09,EMEA,pro,67.12,32
ORD-000761,2024-06-10,APAC,free,303.1,13
ORD-000762,2024-06-11,EMEA,enterprise,37.12,36
ORD-000763,2024-06-12,APAC,pro,835.87,11
ORD-000764,2024-06-13,EMEA,pro,46.97,25
ORD-000765,2024-06-14,AMER,free,594.14,33
ORD-000766,2024-06-15,EMEA,free,357.04,34
ORD-000767,2024-06-16,EMEA,enterprise,149.15,23
ORD-000768,2024-06-17,EMEA,enterprise,816.15,35
ORD-000769,2024-06-18,EMEA,free,641.84,6
ORD-000770,2024-06-19,APAC,pro,865.11,27
ORD-000771,2024-06-20,APAC,enterprise,146.61,38
ORD-000772,2024-06-21,AMER,pro,26.57,5
ORD-000773,2024-06-22,AMER,enterprise,407.59,7
ORD-000774,2024-06-23,AMER,enterprise,308.46,22
ORD-000775,2024-06-24,EMEA,pro,645.51,14
ORD-000776,2024-06-25,EMEA,free,86.48,38
ORD-000777,2024-06-26,AMER,pro,843.84,32
ORD-000778,2024-06-27,EMEA,pro,639.6,12
ORD-000779,2024-06-28,AMER,enterprise,813.99,32
ORD-000780,2024-06-29,AMER,pro,244.91,20
ORD-000781,2024-06-30,AMER,free,424.89,18
ORD-000782,2024-07-01,APAC,pro,648.97,15
ORD-000783,2024-07-02,EMEA,free,280.83,24
ORD-000784,2024-07-03,AMER,pro,78.67,18
ORD-000785,2024-07-04,APAC,free,255.07,20
ORD-000786,2024-07-05,EMEA,free,103.57,10
ORD-000787,2024-07-06,APAC,free,899.45,40
ORD-000788,2024-07-07,APAC,pro,724.92,14
ORD-000789,2024-07-08,AMER,enterprise,181.05,31
ORD-000790,2024-07-09,EMEA,enterprise,292.69,8
ORD-000791,2024-07-10,AMER,enterprise,754.76,30
ORD-000792,2024-07-11,APAC,free,357.94,36
ORD-000793,2024-07-12,AMER,free,614.6,25
ORD-000794,2024-07-13,EMEA,pro,896.26,5
ORD-000795,2024-07-14,AMER,pro,159.23,16
ORD-000796,2024-07-15,APAC,pro,728.16,11
ORD-000797,2024-07-16,AMER,enterprise,595.39,19
ORD-000798,2024-07-17,AMER,free,244.0,27
ORD-000799,2024-07-18,APAC,pro,508.4,37
ORD-000800,2024-07-19,AMER,pro,451.07,35
ORD-000801,2024-07-20,AMER,pro,81.43,23
ORD-000802,2024-07-21,EMEA,enterprise,148.71,4
ORD-000803,2024-07-22,APAC,enterprise,247.68,15
ORD-000804,2024-07-23,AMER,free,320.06,40
ORD-000805,2024-07-24,AMER,pro,263.39,33
ORD-000806,2024-07-25,EMEA,free,107.0,19
ORD-000807,2024-07-26,EMEA,enterprise,461.4,30
ORD-000808,2024-07-27,EMEA,pro,859.76,4
ORD-000809,2024-07-28,AMER,enterprise,773.25,5
ORD-000810,2024-07-29,AMER,enterprise,588.6,25
ORD-000811,2024-07-30,APAC,pro,555.48,34
ORD-000812,2024-07-31,APAC,enterprise,307.39,1
ORD-000813,2024-08-01,AMER,enterprise,661.21,38
ORD-000814,2024-08-02,EMEA,pro,86.74,24
ORD-000815,2024-08-03,AMER,pro,897.41,1
ORD-000816,2024-08-04,EMEA,enterprise,578.91,4
ORD-000817,2024-08-05,APAC,enterprise,472.18,34
ORD-000818,2024-08-06,EMEA,free,688.6,24
ORD-000819,2024-08-07,EMEA,pro,650.7,36
ORD-000820,2024-08-08,APAC,enterprise,715.61,36
ORD-000821,2024-08-09,EMEA,pro,80.74,31
ORD-000822,2024-08-10,AMER,free,275.8,35
ORD-000823,2024-08-11,EMEA,free,74.26,21
ORD-000824,2024-08-12,AMER,free,529.06,12
ORD-000825,2024-08-13,APAC,pro,341.53,5
ORD-000826,2024-08-14,AMER,free,574.81,29
ORD-000827,2024-08-15,AMER,pro,740.71,36
ORD-000828,2024-08-16,APAC,enterprise,482.37,31
ORD-000829,2024-08-17,EMEA,free,148.75,33
ORD-000830,2024-08-18,EMEA,pro,400.24,4
ORD-000831,2024-08-19,APAC,free,774.28,3
ORD-000832,2024-08-20,AMER,enterprise,148.53,17
ORD-000833,2024-08-21,AMER,pro,115.52,30
ORD-000834,2024-08-22,APAC,enterprise,388.1,26
ORD-000835,2024-08-23,AMER,pro,73.87,33
ORD-000836,2024-08-24,EMEA,enterprise,136.66,36
ORD-000837,2024-08-25,APAC,free,654.8,3
ORD-000838,2024-08-26,APAC,enterprise,747.94,12
ORD-000839,2024-08-27,APAC,pro,209.02,35
ORD-000840,2024-08-28,AMER,free,267.22,32
ORD-000841,2024-08-29,APAC,enterprise,643.16,19
ORD-000842,2024-08-30,EMEA,pro,533.79,23
ORD-000843,2024-08-31,AMER,enterprise,594.15,28
ORD-000844,2024-09-01,APAC,free,280.3,31
ORD-000845,2024-09-02,EMEA,pro,181.78,12
ORD-000846,2024-09-03,AMER,pro,225.76,15
ORD-000847,2024-09-04,EMEA,free,427.61,38
ORD-000848,2024-09-05,APAC,free,733.1,32
ORD-000849,2024-09-06,APAC,enterprise,693.65,35
ORD-000850,2024-09-07,APAC,enterprise,100.66,24
ORD-000851,2024-09-08,APAC,pro,122.94,5
ORD-000852,2024-09-09,EMEA,pro,701.12,24
ORD-000853,2024-09-10,APAC,pro,893.83,17
ORD-000854,2024-09-11,EMEA,free,779.42,5
ORD-000855,2024-09-12,AMER,enterprise,229.25,24
ORD-000856,2024-09-13,APAC,free,757.6,2
ORD-000857,2024-09-14,EMEA,free,878.81,19
ORD-000858,2024-09-15,AMER,pro,565.26,28
ORD-000859,2024-09-16,EMEA,pro,531.36,36
ORD-000860,2024-09-17,APAC,pro,198.1,18
ORD-000861,2024-09-18,APAC,enterprise,532.26,19
ORD-000862,2024-09-19,AMER,enterprise,263.6,5
ORD-000863,2024-09-20,EMEA,enterprise,157.22,21
ORD-000864,2024-09-21,EMEA,free,157.29,34
ORD-000865,2024-09-22,AMER,free,351.29,33
ORD-000866,2024-09-23,APAC,free,726.19,15
ORD-000867,2024-09-24,EMEA,enterprise,141.72,33
ORD-000868,2024-09-25,EMEA,enterprise,497.59,23
ORD-000869,2024-09-26,EMEA,enterprise,436.22,26
ORD-000870,2024-09-27,AMER,enterprise,52.86,33
ORD-000871,2024-09-28,AMER,free,359.96,38
ORD-000872,2024-09-29,APAC,free,270.27,12
ORD-000873,2024-09-30,AMER,pro,838.49,4
ORD-000874,2024-10-01,AMER,enterprise,196.2,3
ORD-000875,2024-10-02,EMEA,enterprise,774.03,37
ORD-000876,2024-10-03,AMER,free,362.13,11
ORD-000877,2024-10-04,EMEA,enterprise,870.62,8
ORD-000878,2024-10-05,AMER,enterprise,403.65,12
ORD-000879,2024-10-06,EMEA,pro,863.07,32
ORD-000880,2024-10-07,EMEA,free,754.91,31
ORD-000881,2024-10-08,EMEA,free,127.38,5
ORD-000882,2024-10-09,AMER,enterprise,428.18,3
ORD-000883,2024-10-10,AMER,pro,172.85,31
ORD-000884,2024-10-11,AMER,free,646.34,37
ORD-000885,2024-10-12,APAC,pro,621.0,26
ORD-000886,2024-10-13,APAC,enterprise,746.19,36
ORD-000887,2024-10-14,AMER,free,250.15,4
ORD-000888,2024-10-15,EMEA,free,317.62,1
ORD-000889,2024-10-16,AMER,pro,758.99,38
ORD-000890,2024-10-17,APAC,pro,276.6,28
ORD-000891,2024-10-18,AMER,enterprise,566.63,14
ORD-000892,2024-10-19,EMEA,free,231.84,39
ORD-000893,2024-10-20,EMEA,enterprise,761.14,6
ORD-000894,2024-10-21,EMEA,enterprise,218.02,9
ORD-000895,2024-10-22,APAC,enterprise,834.61,39
ORD-000896,2024-10-23,EMEA,enterprise,336.87,33
ORD-000897,2024-10-24,EMEA,enterprise,386.89,12
ORD-000898,2024-10-25,APAC,free,627.2,8
ORD-000899,2024-10-26,AMER,pro,837.17,6
ORD-000900,2024-10-27,AMER,pro,331.03,7
ORD-000901,2024-10-28,AMER,free,483.8,39
ORD-000902,2024-10-29,EMEA,pro,679.29,13
ORD-000903,2024-10-30,APAC,free,775.3,12
ORD-000904,2024-10-31,EMEA,pro,557.41,16
ORD-000905,2024-11-01,APAC,pro,285.9,32
ORD-000906,2024-11-02,APAC,free,389.27,15
ORD-000907,2024-11-03,APAC,pro,641.45,24
ORD-000908,2024-11-04,AMER,enterprise,454.13,1
ORD-000909,2024-11-05,EMEA,pro,273.5,35
ORD-000910,2024-11-06,APAC,free,201.9,5
ORD-000911,2024-11-07,EMEA,free,333.35,6
ORD-000912,2024-11-08,AMER,free,56.95,18
ORD-000913,2024-11-09,AMER,pro,173.42,20
ORD-000914,2024-11-10,EMEA,pro,511.66,39
ORD-000915,2024-11-11,EMEA,free,601.62,1
ORD-000916,2024-11-12,AMER,enterprise,98.07,36
ORD-000917,2024-11-13,APAC,pro,504.02,40
ORD-000918,2024-11-14,EMEA,enterprise,484.96,27
ORD-000919,2024-11-15,EMEA,free,639.29,10
ORD-000920,2024-11-16,EMEA,enterprise,386.88,19
ORD-000921,2024-11-17,APAC,enterprise,512.54,2
ORD-000922,2024-11-18,AMER,pro,80.23,25
ORD-000923,2024-11-19,APAC,pro,86.15,10
ORD-000924,2024-11-20,EMEA,pro,757.75,11
ORD-000925,2024-11-21,EMEA,pro,661.71,24
ORD-000926,2024-11-22,AMER,free,729.25,9
ORD-000927,2024-11-23,EMEA,free,50.75,4
ORD-000928,2024-11-24,EMEA,free,681.9,1
ORD-000929,2024-11-25,AMER,free,207.11,21
ORD-000930,2024-11-26,EMEA,enterprise,434.6,23
ORD-000931,2024-11-27,APAC,enterprise,118.09,33
ORD-000932,2024-11-28,EMEA,free,455.17,5
ORD-000933,2024-11-29,EMEA,enterprise,606.22,11
ORD-000934,2024-11-30,EMEA,free,302.46,15
ORD-000935,2024-12-01,AMER,free,313.93,2
ORD-000936,2024-12-02,APAC,free,695.53,37
ORD-000937,2024-12-03,APAC,free,336.89,19
ORD-000938,2024-12-04,AMER,pro,576.27,16
ORD-000939,2024-12-05,AMER,pro,541.41,38
ORD-000940,2024-12-06,APAC,free,217.92,2
ORD-000941,2024-12-07,EMEA,enterprise,737.21,18
ORD-000942,2024-12-08,AMER,free,309.48,31
ORD-000943,2024-12-09,AMER,pro,511.34,5
ORD-000944,2024-12-10,AMER,free,248.44,38
ORD-000945,2024-12-11,AMER,pro,449.57,11
ORD-000946,2024-12-12,EMEA,pro,807.44,24
ORD-000947,2024-12-13,AMER,free,667.14,18
ORD-000948,2024-12-14,APAC,enterprise,682.82,8
ORD-000949,2024-12-15,AMER,enterprise,865.51,31
ORD-000950,2024-12-16,AMER,pro,467.17,36
ORD-000951,2024-12-17,AMER,pro,83.96,32
ORD-000952,2024-12-18,EMEA,pro,252.4,8
ORD-000953,2024-12-19,APAC,free,81.91,17
ORD-000954,2024-12-20,EMEA,free,725.64,13
ORD-000955,2024-12-21,APAC,pro,813.67,21
ORD-000956,2024-12-22,AMER,free,666.73,26
ORD-000957,2024-12-23,AMER,pro,475.67,35
ORD-000958,2024-12-24,EMEA,pro,456.04,11
ORD-000959,2024-12-25,APAC,enterprise,262.74,5
ORD-000960,2024-12-26,AMER,enterprise,524.37,34
ORD-000961,2024-12-27,EMEA,pro,280.52,28
ORD-000962,2024-12-28,EMEA,pro,431.38,5
ORD-000963,2024-12-29,APAC,pro,420.06,10
ORD-000964,2024-12-30,EMEA,pro,722.96,27
ORD-000965,2024-12-31,EMEA,pro,473.32,28
ORD-000966,2025-01-01,APAC,enterprise,416.31,35
ORD-000967,2025-01-02,APAC,enterprise,29.45,6
ORD-000968,2025-01-03,EMEA,enterprise,252.84,7
ORD-000969,2025-01-04,EMEA,free,512.26,13
ORD-000970,2025-01-05,AMER,enterprise,299.84,34
ORD-000971,2025-01-06,EMEA,enterprise,752.87,6
ORD-000972,2025-01-07,AMER,free,627.77,22
ORD-000973,2025-01-08,EMEA,free,780.41,29
ORD-000974,2025-01-09,AMER,free,138.51,16
ORD-000975,2025-01-10,APAC,free,32.69,3
ORD-000976,2025-01-11,EMEA,pro,607.1,18
ORD-000977,2025-01-12,AMER,free,322.51,21
ORD-000978,2025-01-13,AMER,enterprise,893.03,40
ORD-000979,2025-01-14,AMER,pro,470.31,39
ORD-000980,2025-01-15,APAC,pro,860.69,20
ORD-000981,2025-01-16,AMER,pro,770.81,8
ORD-000982,2025-01-17,EMEA,enterprise,891.47,38
ORD-000983,2025-01-18,AMER,free,273.73,24
ORD-000984,2025-01-19,AMER,pro,612.2,5
ORD-000985,2025-01-20,EMEA,pro,794.62,37
ORD-000986,2025-01-21,AMER,pro,307.02,9
ORD-000987,2025-01-22,AMER,enterprise,622.43,29
ORD-000988,2025-01-23,APAC,pro,261.86,12
ORD-000989,2025-01-24,AMER,free,494.6,2
ORD-000990,2025-01-25,EMEA,free,639.88,2
ORD-000991,2025-01-26,AMER,pro,893.42,20
ORD-000992,2025-01-27,APAC,free,762.67,14
ORD-000993,2025-01-28,AMER,free,548.57,31
ORD-000994,2025-01-29,AMER,enterprise,690.93,8
ORD-000995,2025-01-30,AMER,pro,832.41,9
ORD-000996,2025-01-31,EMEA,enterprise,110.77,39
ORD-000997,2025-02-01,EMEA,enterprise,727.9,16
ORD-000998,2025-02-02,AMER,enterprise,283.86,26
ORD-000999,2025-02-03,EMEA,pro,60.97,24
ORD-001000,2025-02-04,EMEA,free,825.44,3
ORD-001001,2025-02-05,AMER,free,393.2,10
ORD-001002,2025-02-06,AMER,pro,611.72,15
ORD-001003,2025-02-07,APAC,pro,869.55,25
ORD-001004,2025-02-08,AMER,enterprise,628.14,40
ORD-001005,2025-02-09,EMEA,free,315.66,40
ORD-001006,2025-02-10,AMER,free,539.65,32
ORD-001007,2025-02-11,AMER,enterprise,489.13,18
ORD-001008,2025-02-12,EMEA,enterprise,728.71,30
ORD-001009,2025-02-13,EMEA,pro,478.32,10
